"review_id","star_rating","helpful_votes","vine","verified_purchase"
"RF7NN9BLPGSMZ",5,55,"N","Y"
"R3N47R30U3598W",4,84,"N","Y"
"R20YINY8KJLTPK",2,21,"N","Y"
"RZUSBAMG0LK8P",5,190,"N","Y"
"R1W0E00VUXZX5H",5,31,"N","Y"
"R2RN72GL7AF3F2",2,29,"N","Y"
"RGIEHOKG811XI",3,23,"N","N"
"R1YPIKSNZGFZ63",3,31,"N","Y"
"R2TY2YA0ISGMH5",5,19,"N","Y"
"R4UDLRKO5EPNE",5,93,"N","Y"
"RHOX932AIM54G",4,58,"N","Y"
"R2RDHHZE9GLLQY",1,30,"N","Y"
"R2BS8RKK7OFRG1",3,44,"N","Y"
"R38G31I5569ODZ",5,26,"N","Y"
"R1YFERTLZ2MDFN",5,25,"N","Y"
"R211E2EZQQD6ED",5,23,"N","Y"
"R24RETYB9Q2VY9",5,33,"N","Y"
"R3LDWS2VCDZZY",5,30,"N","Y"
"R2SRFYT7Q627J6",3,26,"N","Y"
"R1D38BZNR5PU1D",1,15,"N","N"
"R10WL5WUJOI88",3,21,"N","Y"
"R3GXR5I5JOTMVS",5,28,"N","Y"
"R3U9RLINMLU6T0",2,15,"N","Y"
"R8OYR8OR49SSX",5,20,"N","Y"
"R27KYV6AL96GWL",5,18,"N","Y"
"R23WUAK9LJBNYW",1,29,"N","N"
"R1ESZV4Y3TM1D0",3,25,"N","N"
"R16OHIICMAHCXB",5,59,"N","Y"
"R3CE8A137NJ91Z",5,153,"N","Y"
"R2YHV6CWXKX6EU",4,29,"N","Y"
"R19A7MJ8RZAF3P",5,33,"N","Y"
"R2ZI10FEVDHV82",3,34,"N","Y"
"R16G65US9FDS58",5,21,"N","Y"
"R3INJLVXKUGW53",5,28,"N","Y"
"R2APEBK9YAWBUO",1,53,"N","Y"
"RIPC0GFNIXOMQ",3,26,"N","Y"
"R2HUIGZRZ9I7FC",1,19,"N","Y"
"R3DNOCLNZMY0C5",5,166,"N","Y"
"R3VELM6FLSBKLC",5,23,"N","Y"
"R2O8U16AENYB58",1,18,"N","Y"
"R2X1UHDBL91HP6",4,19,"N","Y"
"R3RJOXI4ELSZN1",5,20,"N","Y"
"R1S4FAT7NZB7LD",5,78,"N","Y"
"RJGQMV6LD74OE",4,21,"N","Y"
"R2VDBOGSO0TCNU",4,81,"N","Y"
"R3SEKAQXNZPB8Y",5,58,"N","Y"
"R2YAACRE4RZGEK",1,36,"N","Y"
"R214OVFZNJXXXS",5,21,"N","N"
"R3Q163V5SQWWJI",5,33,"N","Y"
"R2XEV7XTBO363A",5,25,"N","Y"
"R3G72FT3QYU9C3",1,35,"N","Y"
"R1YSZY08ICIVFS",5,20,"N","N"
"R2XOM13BEW9LCS",1,24,"N","Y"
"RPMCQMTJT8ZQM",5,93,"N","Y"
"R3K98LWFEEBWVK",5,45,"N","Y"
"R3JNR6P2SRUENJ",4,47,"N","Y"
"R2P9DE44CWE2HS",2,23,"N","Y"
"RD7XUHI4XJP3",5,22,"N","Y"
"R1EALFPVKIEXR4",4,19,"N","Y"
"RCX8QDZ3CSNU1",4,83,"N","Y"
"RUZ582RTHXJVF",1,340,"N","N"
"R3MJ2BK376LJ74",4,24,"N","Y"
"R3J8F6K5SYN4XJ",5,21,"N","Y"
"R2BVR3MO8V9N2P",5,31,"N","Y"
"R2DHMGA1FR9OWK",5,83,"N","Y"
"R2KDDLCENYJWKD",3,32,"N","N"
"R2SNM09HYK7ZHR",5,76,"N","Y"
"R9HYR9AKKZWP",5,31,"N","Y"
"R2ZBV5OGGKKZUZ",4,43,"N","Y"
"R1LR1RJL0UUS8W",5,34,"N","Y"
"R25RMJOLXU68H5",5,35,"N","N"
"R10V7OT1LV5WI1",5,20,"N","Y"
"R2SINRKDQZZ9OT",3,27,"N","Y"
"R10KWC407L7FTA",5,20,"N","Y"
"R3E4BPED29QSEB",4,23,"N","Y"
"R2J14XFRI72B16",2,11,"N","Y"
"R36XENU7LGN3G2",5,232,"N","Y"
"R34BGA9N8XZ8J4",5,22,"N","Y"
"R2OGMTHR4MCFIH",5,21,"N","Y"
"R2CKCAR25X3KEZ",1,42,"N","Y"
"R3J39R3DWF0EQJ",5,35,"N","Y"
"R3QIXKP48FD7QC",5,18,"N","Y"
"R2QE35NKT9Z7TZ",5,21,"N","Y"
"R2OXBY1YQIPBKE",4,20,"N","Y"
"R1HQF0EZ5GXVT8",5,27,"N","Y"
"RXGVH9AS24ZP2",5,43,"N","N"
"R1SXEGLOP9ZXFM",1,14,"N","Y"
"RUOTF4J13NK3T",5,20,"N","Y"
"R293EIX40GFV3Y",1,20,"N","N"
"R31OBIOV76Q2L",5,53,"N","N"
"RCIUNIDU3OFSZ",5,200,"N","Y"
"R3J3617ILTJBHK",4,27,"N","Y"
"R1JDRLF0ZT25RZ",5,23,"N","Y"
"RZVS8CS4MTLF",3,19,"N","Y"
"R1EKF89AWR5W0B",4,25,"N","N"
"R2WNIJIUKIXI5K",3,136,"N","Y"
"R2JEJ844NIITH",1,53,"N","Y"
"R27MA0IHB9X5U3",5,33,"N","Y"
"R3C0ZW6OJDBUHI",5,132,"N","Y"
"R2MOIITBGZ2L1Z",5,101,"N","Y"
"RWI94NTDJLO44",5,26,"N","Y"
"RE30YPWPCS3HZ",5,52,"N","Y"
"R2WYX94A53IQ7Y",1,36,"N","N"
"R1LHUMTMNHMN88",1,16,"N","Y"
"RW1VN8417BAN7",5,54,"N","N"
"RG0GR79SA6JGM",4,17,"N","Y"
"R383K5RM8SHWA7",4,43,"N","N"
"R3M0T084JMSS2Q",5,21,"N","Y"
"RLD6SI8LUL1PM",4,16,"N","Y"
"R2QJ0VM7MCFOWC",3,53,"N","Y"
"RKSTM1COGND52",4,81,"N","Y"
"R3RV7442U4C0OV",3,20,"N","Y"
"R1S30YLS8EJ50G",4,39,"N","Y"
"R281Y9P34S5XCY",4,21,"N","Y"
"R1YI2D721CHCVA",5,18,"N","Y"
"R3U4FFHUPL44K0",2,62,"N","Y"
"R1H3QC24VX6OSN",5,29,"N","N"
"R1DLOQ2EZBN9P2",1,22,"N","N"
"R1ZM7IIVHJEN86",5,23,"N","Y"
"R1389U686GED6V",5,30,"N","N"
"R2MJAORFYBFZEH",5,21,"N","Y"
"RUH17BJU4S0RQ",5,43,"N","Y"
"R1TV5G1WCV8UWL",5,23,"N","Y"
"R3GNCSFZUHNFRU",5,25,"N","Y"
"R2GPPYV639TBOR",4,23,"N","Y"
"RHX2UFF3Y97JV",4,108,"N","Y"
"R9CPOBXPNET28",1,12,"N","Y"
"R2M1MN5DG27Y6T",5,32,"N","Y"
"R2QSM0ZV8LNUX1",3,36,"N","Y"
"R3C8SAPY1XVKOA",5,34,"N","Y"
"R19AVL1BHI7AR3",5,51,"N","Y"
"RFBFMO5DKKNS9",1,21,"N","Y"
"R2DX13F4GQA8SW",5,34,"N","Y"
"R2OYOVE83NND6T",4,19,"N","Y"
"R1W7N55HTBSP5T",5,20,"N","Y"
"R2N0KRBXZP1SGE",5,23,"N","Y"
"R8XPGWGSA7FWI",1,38,"N","Y"
"R1Y62YYVQJEOUN",4,21,"N","Y"
"R1AWRU7ROZQMD4",5,31,"N","N"
"R2H3M7OVOP4UHJ",2,13,"N","Y"
"R3LT1930GCPBFQ",3,27,"N","N"
"R3TQIRGN90KY7B",2,22,"N","N"
"R3JZ6T9L52QL6",4,25,"N","Y"
"R3DFQZOTS2FGE3",1,69,"N","N"
"RG4EBKWAA3D11",1,28,"N","N"
"R1KCN2VDC2GG23",4,117,"N","Y"
"R6F9DLEYDCLV3",5,32,"N","Y"
"R2LWZ042F0ENC6",5,17,"N","N"
"R11Y6Q5GRL0H8V",1,27,"N","Y"
"R2NEW6MBJ8GVTR",5,24,"N","Y"
"R5KZW0KRWP5EI",5,68,"N","N"
"R3LH9J6OWUQERR",3,34,"N","Y"
"R2518LCBHUKZWC",5,20,"N","Y"
"R30ZPDSIJFZNF2",3,62,"N","N"
"R15OSO31BRKMSW",4,34,"N","Y"
"R3BRW1EJBPOGLK",2,42,"N","Y"
"R1WHCVOG0S3T18",5,659,"N","Y"
"R3UTIP5PG7NCF0",2,72,"N","Y"
"RL5QJ0SB30DDA",5,19,"N","Y"
"R3GQ39AE3JF8H3",5,240,"N","N"
"R5GRL6C025WEF",1,19,"N","Y"
"R31AXNPTIQOKK9",4,17,"N","N"
"R11YUB3YNMQAQ6",1,25,"N","Y"
"R1XW122M2CPBXI",5,20,"N","Y"
"R35D14K4H6KLBG",5,24,"N","Y"
"R31SWRR6YM0O0Q",3,20,"N","Y"
"R133MO3NUTHITR",1,19,"N","Y"
"RGJT1NR0F8BJ5",5,30,"N","Y"
"R2YTBG51LMKIB5",4,135,"N","Y"
"R1E4BSSRK2MT1",1,32,"N","Y"
"R3L45JZ51K49GP",5,28,"N","Y"
"RELPCJ42ESN1T",1,130,"N","Y"
"R1E4IL744ZMUNG",5,35,"N","Y"
"R1FH0GA77IFFNG",5,43,"N","N"
"RK51KAN0KAVS0",2,26,"N","Y"
"R1HCVU36E5T55I",5,46,"N","Y"
"RJV2HUT3S97ZB",4,39,"N","Y"
"RDGCST9HIAUBQ",5,30,"N","Y"
"RTUUJA8TRNCHT",5,269,"N","Y"
"R30IME0V2P9GTQ",5,30,"N","N"
"R22VOHDPPDOTG4",1,23,"N","Y"
"RYKBIETT7MX4A",4,80,"N","Y"
"R13UP8OPFN2IAU",5,26,"N","Y"
"R2JKNWM7XWEUFI",5,41,"N","Y"
"R3LKKAOC5KQ0VF",3,135,"N","N"
"R2CMTLR48NV08J",3,32,"N","Y"
"R19G4V7IR14LZX",5,61,"N","Y"
"R21TH6E9PPR3OI",5,64,"N","Y"
"ROZ7VGVVL6UVF",5,22,"N","Y"
"R2R9EAW9WIACGE",4,42,"N","Y"
"RKVHBD4M5F8D8",5,18,"N","Y"
"R28WWSHAXMN1C8",1,57,"N","Y"
"R3F97CWLPE6DM7",1,38,"N","N"
"R15R2CQN8KGEXV",5,29,"N","N"
"R2LV2E8KR4FNRP",5,22,"N","Y"
"R32RD11TA0HHJD",5,102,"N","Y"
"R1KWNJ18QM37GO",5,24,"N","Y"
"R1POSJF70GZDUL",5,20,"N","Y"
"R3IQ7DHG53J01",5,90,"N","N"
"R36H00L9P73CJU",5,48,"N","Y"
"R2XVYUP5QIOULE",1,341,"N","N"
"R28AVKJITQE7QY",5,68,"N","Y"
"R209SHK7DH3JM9",5,213,"N","Y"
"R1W7H1B2XD82IV",5,13,"N","N"
"R2IZL6OGUH09EQ",4,20,"N","Y"
"RW6G3OKJYIGUX",5,27,"N","N"
"R2QAXL0OBD1WBG",5,44,"N","Y"
"RUIY4TEC0SXT9",1,16,"N","Y"
"R1O8ENBB300I7F",5,37,"N","N"
"RA8P3WEGN4LQW",5,17,"N","N"
"R1Q7C2OCIF0JF2",5,27,"N","N"
"R346QZ08G8J7OP",5,41,"N","N"
"R2MY91JM8H9BO6",3,25,"N","Y"
"R3DZA06VOJT53K",5,34,"N","Y"
"R2P0EBZJIVC73C",5,43,"N","Y"
"R3L987UWQ5GZEI",3,54,"N","N"
"R2LXYBISIJ8V14",5,48,"N","N"
"R1W3N229Z7OSG1",1,21,"N","N"
"R209KV32UZ37X3",5,23,"N","N"
"R2JO2YEY8IUGSE",4,21,"N","Y"
"R3MVVYT4FGYVKK",5,45,"N","Y"
"R3R68LUQVGIC1J",5,20,"N","Y"
"R1IVE2P7W4C2I3",4,32,"N","N"
"R1MPV1EHDU74OF",4,25,"N","N"
"RJSL4FNHOLAAZ",5,151,"N","Y"
"R1T593RGABTLXZ",5,19,"N","Y"
"R21A6WED46ZTIX",4,22,"N","Y"
"R1U7N40VUB093C",3,18,"N","Y"
"R30RNXCESAWAUY",5,37,"N","Y"
"R2V1UUN7PY3SDM",5,93,"N","Y"
"R1D8S1479O1F6I",3,21,"N","Y"
"R1O9Q2MHX15VE6",1,33,"N","N"
"R2ZUWCPM86JAWD",4,38,"N","Y"
"R1SRAUBOX1D90W",5,35,"N","Y"
"R3639GN6G1PSJX",1,70,"N","Y"
"R2FVC62CVAES52",1,15,"N","Y"
"RF1C9OE26WQOZ",5,20,"N","Y"
"R3LC3A0L9ZGK2L",5,18,"N","N"
"R1FP7KP8XHE0PJ",5,15,"N","Y"
"R3MENF2EK49U8K",5,32,"N","Y"
"R3C583KXI82P6Z",5,26,"N","Y"
"R150P6AAEUODGZ",1,19,"N","Y"
"R2KHR97NL74T9C",5,67,"N","N"
"R1ILJSUM6LF68N",4,63,"N","Y"
"R1QEQSRZ6IXTTH",5,37,"N","Y"
"R2ZTNO40CAPIWM",3,53,"N","Y"
"R3QZMLKV79QXMB",5,22,"N","Y"
"R2T4NTJ3QXCZB8",4,535,"N","Y"
"R3NE8P192J4MS7",5,51,"N","Y"
"R3GKMLZCRZWWLS",4,58,"N","Y"
"R33TB2KXE55IHM",4,291,"N","Y"
"R2YV5SOHGD5NC3",5,72,"N","Y"
"R1C07A7P2AWD2P",5,30,"N","Y"
"R388T8FSSSONOE",4,24,"N","Y"
"R2GN57WLTS1SZL",5,17,"N","Y"
"R7VC79JSJCZC1",5,18,"N","Y"
"R3EFD8OSWLTGXI",3,48,"N","Y"
"RCL4HBRPH70AE",4,20,"N","Y"
"R1ES0ZU9I7NEFI",4,59,"N","Y"
"R24I51FMCKYS5X",3,21,"N","Y"
"R3KCD49KF286Z1",2,291,"N","Y"
"R1JKAUN7Z7NR2H",5,25,"N","Y"
"RGCD9GXGGERHP",5,16,"N","Y"
"R7YDZTMQPQHK8",5,23,"N","Y"
"R3KV00OO30Y70U",4,41,"N","Y"
"R2UGX4LIEYUKQH",5,75,"N","Y"
"RPURLAKGJRVUA",4,19,"N","Y"
"R2WTJGRGC8V1LL",5,19,"N","Y"
"RVZFXJOUSXYKK",5,27,"N","Y"
"R148RRJHLK7BIT",5,21,"N","Y"
"R183GQSMBRQCBD",5,21,"N","Y"
"R23QGMX1J3WI6F",3,90,"N","N"
"RW7Y62PUY8ID",5,19,"N","Y"
"R3TVVUHPJTMBSK",1,22,"N","Y"
"R2GQGUVVB3AAKF",1,17,"N","Y"
"R33SN9LWAUOP78",3,41,"N","N"
"R3PI4LWNSVDNMW",1,21,"N","Y"
"RZEQXWHZS3P6O",1,39,"N","Y"
"R16UQZW8M2QD3O",4,59,"N","Y"
"R3T5WU6HZVTJGV",5,38,"N","N"
"R3FRPHPCZ4SS1Z",1,19,"N","Y"
"R3MLQWBUGM8OTC",2,78,"N","Y"
"RP31GS9JXRXLS",5,64,"N","N"
"R287MZMWAD2W9M",4,630,"N","Y"
"R1WRAZ7YCQ6KMH",5,22,"N","Y"
"RX38GS6TEFUIX",5,27,"N","Y"
"RWS8CUB905637",5,25,"N","N"
"R23PG8913TW5IO",4,27,"N","Y"
"R1GYWNLSYF59H6",5,30,"N","N"
"R2QNJO3GBI7VRP",4,18,"N","Y"
"R3PB5JA50UUBK6",4,210,"N","Y"
"R2SCFO0CG2WSRU",5,29,"N","Y"
"R2H8SPQNIKTDUO",5,112,"N","N"
"R2GG74R1IXBY0",5,22,"N","Y"
"RLU7W215GD6VK",5,51,"N","Y"
"R1Z9IFUP5L7VQ4",3,42,"N","Y"
"R5A3TEQ31GHKE",1,19,"N","Y"
"R1700Z8V6CBDWW",1,60,"N","Y"
"R1FIMSZB97E0J6",5,28,"N","Y"
"R2BESWHRMTTLGA",4,55,"N","Y"
"R27K3I3XMW8FJ1",5,42,"N","Y"
"RWN788X4NP6Q0",5,27,"N","Y"
"R20C9YFM4FR2DU",1,29,"N","N"
"R39JVMX6XCRCGK",2,22,"N","N"
"R1FLF9WHJ21SKL",5,27,"N","N"
"R3PEU7CMGPKQOS",1,55,"N","Y"
"R23IN7VKON2KC6",5,18,"N","Y"
"R2CBQ9G7NZYUVI",5,23,"N","Y"
"RXI7186434ADK",5,22,"N","Y"
"R2MGN5CSFMSG2B",5,102,"N","Y"
"R2TG6VA60UV3DF",5,18,"N","Y"
"R2JUZHUFF4YH6E",1,20,"N","Y"
"RQUQ00WYG4BM0",5,44,"N","Y"
"R106S459SYGJ3P",4,95,"N","Y"
"R2BVEA0QEHCJPQ",5,122,"N","Y"
"R1QF06O1A8HX4I",5,26,"N","Y"
"RYV276XFVSYC",5,20,"N","N"
"RWJGRUADLR6SG",5,32,"N","Y"
"R1SZY8CCRLHN3R",5,71,"N","Y"
"RSR4GACHELYKG",4,20,"N","Y"
"R35O2BTWL834LK",3,22,"N","Y"
"R5BORUGFAO5Q8",5,50,"N","Y"
"R38MTH4SAF93NF",4,38,"N","Y"
"R1HBSKHZRT1MBN",4,24,"N","Y"
"R179ASVIM2GKNL",5,24,"N","Y"
"RZI73HOG4995",5,38,"N","Y"
"RNX57ZTFMNVAU",4,53,"N","Y"
"R332T2ZF0E27JY",4,53,"N","N"
"R2GIOGEH2J4043",1,19,"N","Y"
"R1PGAXAETAC46O",1,17,"N","Y"
"RPFWMYZVKV7RY",5,25,"N","Y"
"R89LSEHQ8GDQP",4,38,"N","Y"
"R3IQL4DQ6H0NYI",5,56,"N","N"
"R22QY7L5601GD6",1,16,"N","Y"
"R2H1A0XNA5LYLI",5,115,"N","Y"
"REZ98X8WCU6Y2",5,45,"N","N"
"R2O20K4I42Z0WZ",5,22,"N","Y"
"REGEML4LRE78I",5,18,"N","Y"
"R20TIK1CKYMS3E",5,150,"N","Y"
"R20LKZYT28HMCW",4,31,"N","Y"
"R33LPXMB60J6T2",3,23,"N","Y"
"R35OLT6IF9R8DM",1,129,"N","N"
"R2MH0XAVA7USKV",1,20,"N","Y"
"R13G088S1F4E07",5,825,"N","Y"
"R1XKJOBEQ433R2",2,26,"N","Y"
"R22KA3W58I38KU",5,29,"N","Y"
"R3QMI6JOUHPZMZ",3,20,"N","Y"
"R1FPRYLOYAEH3U",5,29,"N","Y"
"R1OEQY6M1C30H2",5,20,"N","Y"
"R2P0LFQP2WC192",5,30,"N","Y"
"RH5Q7R2M5SORZ",1,21,"N","Y"
"R2ICJCZVV5AMF6",5,26,"N","N"
"R2YHT6SVVL7FP5",3,22,"N","Y"
"R3FZP3O30QJB0Q",1,32,"N","Y"
"R1ZVONVO8RG5NY",3,22,"N","Y"
"R360UW6DK6XVQM",5,115,"N","N"
"R3SQJ4875AR5EX",5,31,"N","Y"
"R2B2OLT2SUUHBJ",3,19,"N","Y"
"R13ZXBKZBQZ8OD",5,64,"N","Y"
"RSGCRH3WNJ7JH",3,18,"N","Y"
"R6TDQJ08SGVJQ",5,32,"N","Y"
"RSYWXCFVEXIIL",4,23,"N","Y"
"RMYX31Y1NZIGI",5,55,"N","Y"
"R3EGFNNVHZSSN5",5,40,"N","Y"
"R6ARRCAL7VCA",3,43,"N","N"
"R2NQY6SIG67K3H",3,28,"N","Y"
"R1EBWXPI142HPB",2,20,"N","Y"
"R17BLS0M41B4OY",4,20,"N","Y"
"R1RYF1FVFNKHFG",5,36,"N","Y"
"R2V8Z91Z01G8DG",5,164,"N","Y"
"R2GEBEM58NBL9O",5,19,"N","Y"
"R2H0IMHENXUPBW",1,18,"N","N"
"R32VXU3XI9LUXH",5,24,"N","Y"
"R1RE1N3DMJWCLD",2,15,"N","Y"
"R2FORCN8HHLF5W",5,33,"N","N"
"RIAQTMB9Y3QFV",3,44,"N","Y"
"R1H34C1X65TEF5",5,18,"N","Y"
"RGCHRD051B3GO",2,36,"N","Y"
"R3L5BC0RURKL6A",5,148,"N","N"
"R2FDGRJ64BY7PV",5,24,"N","N"
"R2D2779O25BDC",5,19,"N","N"
"R2I889USCHZHH8",1,28,"N","Y"
"RKEHF25BH4M5F",5,30,"N","N"
"R2HTSYRYAJS9RL",1,21,"N","Y"
"R27EJEVWCODN30",4,19,"N","Y"
"RTVGNA2R1NHAZ",5,27,"N","Y"
"RZUI2WJ6O8HKL",4,20,"N","Y"
"R2VK3DB6T0C3HQ",5,22,"N","Y"
"RAZ2DTTG8QYK5",5,22,"N","Y"
"RRZVFZZZKQ1TP",5,25,"N","Y"
"RMUTEOF4QYQO",5,22,"N","Y"
"R1QF10ISVJVJCJ",4,43,"N","Y"
"RB6YDJ7FKGA7L",3,93,"N","N"
"RXDLSDGGKV1X8",4,32,"N","N"
"RGMR8XW8Y5L22",4,47,"N","Y"
"R199L5Q76DKVJH",2,18,"N","Y"
"R14AQT3CHJWV24",2,26,"N","Y"
"R3DLZAYCWFMVHQ",4,18,"N","Y"
"R21FMDX49K1J0W",3,22,"N","Y"
"RS1ZPE10ZF9LK",1,24,"N","N"
"R3KXWW5NG1OJZB",5,49,"N","N"
"R1ZZ34JMDNVD1O",3,20,"N","Y"
"R1PCQI7SPXW3TW",5,41,"N","Y"
"R1YP663J4MY530",1,16,"N","Y"
"RJV9OUJC6TUSS",5,24,"N","Y"
"R2DPK3CYIXF3N3",5,42,"N","Y"
"R1AF8OX3OJZ7UC",5,31,"N","N"
"R1DZPO7GKJ3GAM",1,42,"N","Y"
"R383JM19MHN436",5,24,"N","Y"
"RRBFQLRLZE4YT",3,44,"N","Y"
"RHFNP1RXF7OK8",4,51,"N","Y"
"R2D4O48YS0D362",5,23,"N","Y"
"RTTXHB1QLSYC3",2,95,"N","Y"
"ROE5SQ4OKEAKM",5,42,"N","Y"
"RGP230LJURJ1Z",4,18,"N","N"
"R2KL8J40MT5MVS",5,26,"N","Y"
"R3E06FWSYCR0J8",5,57,"N","N"
"R17IEELKKZKCX8",2,117,"N","Y"
"R2FLPGSFYNVS77",3,77,"N","Y"
"R2H0WYUZW1427M",5,15,"N","Y"
"RHT3PB8TAREJN",1,74,"N","Y"
"R2U6UX12JD9OO6",2,19,"N","Y"
"R3FCTU4FLZHE7O",5,40,"N","N"
"R16NEFK979YSII",4,16,"N","Y"
"R2FBDTMFK5TMQS",5,138,"N","Y"
"R3QOX6E5B00BSR",5,33,"N","N"
"R1QNALMBW30A9Y",3,25,"N","Y"
"R202ED762ZGALL",5,23,"N","Y"
"RZ2EAYL0HBAB3",5,20,"N","Y"
"R2J42Q7YSQLTUN",5,21,"N","N"
"R345D1ZN7NI2BJ",5,27,"N","N"
"R1E17TNY2DK8YD",3,24,"N","Y"
"R9Y7F0G3SH0JD",5,36,"N","Y"
"RINHFJ7R6MKY1",5,17,"N","Y"
"R3194NWIEAFPWX",4,75,"N","Y"
"R1PXLDCHZVQ29U",4,29,"N","N"
"R3LRVILPJVIATO",5,80,"N","N"
"RLWLN59MZZ0HB",4,30,"N","Y"
"R8X6Z2XFX3F2G",5,32,"N","Y"
"R29TOYKDUX8OW5",4,40,"N","N"
"R25LFNBA545SR0",2,60,"N","Y"
"RK94XZBK6RMIV",5,19,"N","Y"
"R1JAAVW0RFZFY6",5,29,"N","Y"
"R2WMSHI0O8UXNQ",5,29,"N","Y"
"R1VH47QSG4A1PV",3,63,"N","Y"
"RB6J72ID17BAH",1,22,"N","Y"
"R1MGFUZKHJJD61",5,67,"N","Y"
"R2K00NNRHWLQZ",4,45,"N","Y"
"R34G5ECA98YMMJ",1,18,"N","Y"
"R2FVBNBBFF6DIO",4,27,"N","Y"
"R1OFZP95X58QVY",1,11,"N","Y"
"R29YFPDUDNEYHS",5,36,"N","Y"
"R1H7J99X174FAS",1,23,"N","Y"
"R3EKWTUGI5VG1H",5,322,"N","Y"
"R1CZWTJ76WTPFI",4,39,"N","Y"
"R329IDQEY7YQ0N",5,21,"N","Y"
"R28MWV2ZQEMV5J",4,41,"N","Y"
"RVIT5JTDRD29T",5,18,"N","Y"
"R3E4H2D32WAUCL",5,41,"N","Y"
"R216SWIC3WFIA",5,25,"N","Y"
"REDQCY2FIYNBH",5,26,"N","Y"
"R3DRC9ZV3SU1GT",5,18,"N","Y"
"R1TMOF8Q3TM66P",5,25,"N","Y"
"R3B6RX2U8OR3JD",5,24,"N","Y"
"R2LGV6NG4ZUF5T",5,465,"N","Y"
"R1O6BRT95H4R89",5,19,"N","Y"
"R2Z3FBNC6ZNX9P",3,32,"N","Y"
"RINAMNBB7TE1C",5,19,"N","N"
"R240TB0WZRCZ",5,35,"N","N"
"R1RZ68THV4HEPE",4,37,"N","Y"
"R1PQ9KK7UJ3VRU",1,21,"N","N"
"R1F1Y18ZZLY6GQ",1,203,"N","Y"
"R2M436ORH76V",5,20,"N","Y"
"R22BOX0QO28S1D",4,30,"N","Y"
"R11LMCESOVO7XQ",4,32,"N","Y"
"R305I2FM9DQBA5",4,25,"N","N"
"R1LFHS5RHLTLV5",4,99,"N","N"
"R1W5FSEPQ0NCY9",3,133,"N","Y"
"R3VJBMQULO0MS9",4,17,"N","Y"
"R2SFVJFUJH9TPD",5,18,"N","N"
"R1UQRVC4U9IDBP",5,19,"N","Y"
"R1DEG1DM03QDA0",5,33,"N","N"
"RWV8GXKZJZO58",5,36,"N","Y"
"RD89DAY7M6XNF",4,25,"N","Y"
"R31AFGXWB43NXP",5,251,"N","Y"
"R3HSF4WTOUSAEB",1,20,"N","Y"
"R3E5LXSDL7GWFX",4,17,"Y","N"
"R18ERZK2GM2ZEN",4,35,"N","Y"
"R2J3FGVR7SJ14L",5,28,"N","N"
"R2JX2MFHEU9O45",1,36,"N","N"
"R1NPE24V9NCR4S",5,40,"N","Y"
"RFUE16AUN64ZY",5,26,"N","Y"
"R1XVTZOB96U4Y",3,28,"N","Y"
"R2LNFFD33SFSAZ",5,39,"N","Y"
"R3W2UKOR202TU0",4,22,"N","Y"
"R114Q90KHUBN9T",5,358,"N","Y"
"R2D9JG6IK4HDGN",1,13,"N","Y"
"R3CVIAJSHXCS6B",4,136,"N","Y"
"R1IL1FAHPGRV73",1,44,"N","Y"
"R2B7HHAUC991O5",5,221,"N","Y"
"R6SRZLDUMT26I",4,27,"N","N"
"R2TDSZ2KAKAWD1",5,25,"N","Y"
"R2NK43Z7CEGBRL",4,26,"N","Y"
"R1DY8YO5ZUTX5I",5,50,"N","Y"
"R1LDXAP9PVN4KQ",1,27,"N","Y"
"R1J79EPD1GGW4A",5,20,"N","Y"
"R1NRD5SNS65SLE",1,21,"N","Y"
"R2JZTK41ZRG8Z5",4,30,"N","Y"
"R1JOX8CX5U12RT",5,22,"N","Y"
"R1DYEC1H7SC9W5",4,47,"N","Y"
"RHLMOYGE12G6S",1,13,"N","N"
"R2CCBABO6D590X",5,45,"N","Y"
"R2ICNX78YTLZMU",5,26,"N","Y"
"R1KS60Z79X8SEH",5,51,"N","Y"
"R2WDXNH7HZ3OLJ",5,29,"N","Y"
"R3VA9965QDHW9",5,27,"N","N"
"RR89CO34UPLVP",5,33,"N","Y"
"R2ONWE08OUQFAZ",4,27,"N","Y"
"R2RVO0JDYWZHFN",5,36,"N","Y"
"R233KC9QEZKJBY",5,42,"N","Y"
"R3A0F65WP0FI1D",5,20,"N","Y"
"R1EKSW6G1X3P6N",3,31,"N","N"
"RP7B3HV194V0R",1,26,"N","N"
"R21CZLZ5LBLEMF",5,26,"N","Y"
"RIEQF6M96WEF5",5,26,"N","Y"
"R2V362D48FFS3O",5,50,"N","Y"
"R15WXX7JHM9PMP",5,50,"N","N"
"R37KRITHIZKTP9",1,28,"N","Y"
"R3Q7Q7TFA7OAG9",5,68,"N","Y"
"RURC3L43UMA1P",5,339,"N","Y"
"RVOWN12GY176",5,20,"N","Y"
"R3TZE4CISZX3R2",2,18,"N","N"
"R2QMU801KUJ2WV",5,45,"N","N"
"R2WDYIQW6YIWHN",5,28,"N","N"
"RV9VIZDDWR8QP",5,38,"N","N"
"R338N1LC69AOAU",5,72,"N","N"
"R3TTPZ7ZF7A8WG",1,27,"N","Y"
"R3SJWD525AX4IZ",5,446,"N","Y"
"RN45SHK9N0MLY",4,17,"N","Y"
"R325BY4R5YIO9R",5,176,"N","N"
"R2EUH7M444LNJF",4,23,"N","Y"
